CUSTOMER_ID,LOCATION,ACTIVITY,RATING
325,Paris,Parliament,6
415,Rome,movies,3
522,Paris,Parliament,6
435,Athens,museums,1
326,Rome,Forum of Rome,5
399,Rome,Forum of Rome,3
659,Athens,Acropole,5
985,Athens,Acropole,2
376,Athens,restaurants,3
651,Athens,Acropole,4
888,Paris,Eiffel Tower,4
403,Paris,Eiffel Tower,2
937,Paris,Parliament,5
46,Paris,Parliament,1
561,Washington,White House,5
387,Paris,Montmartre,7
285,Paris,Parliament,3
144,Paris,Eiffel Tower,1
764,Rome,Forum of Rome,1
565,Washington,statues,4
598,Washington,White House,4
939,Athens,Acropole,7
350,Washington,restaurants,4
744,Washington,restaurants,4
321,Athens,museums,4
206,Rome,Forum of Rome,1
248,Paris,movies,2
410,Paris,Montmartre,4
53,Rome,movies,5
378,Washington,White House,1
197,Rome,Forum of Rome,3
257,Athens,statues,7
646,Rome,Forum of Rome,4
998,Washington,White House,3
221,Washington,Senate,2
424,Rome,Forum of Rome,3
57,Paris,metro,5
854,Paris,movies,4
1,Rome,Forum of Rome,1
381,Paris,Parliament,1
313,Athens,museums,7
49,Rome,Forum of Rome,6
146,Rome,movies,3
638,Washington,White House,1
758,Rome,Forum of Rome,4
985,Paris,movies,5
252,Rome,movies,7
892,Rome,Forum of Rome,7
844,Rome,walking,7
365,Washington,White House,4
884,Rome,Forum of Rome,2
235,Paris,Parliament,4
375,Athens,Acropole,3
191,Paris,Montmartre,3
666,Rome,Forum of Rome,3
986,Rome,Forum of Rome,5
53,Paris,Montmartre,1
293,Rome,Forum of Rome,5
205,Washington,White House,3
165,Washington,restaurants,7
267,Athens,restaurants,4
921,Washington,White House,2
459,Paris,movies,7
907,Athens,museums,7
30,Rome,Forum of Rome,5
835,Athens,statues,3
114,Washington,Senate,7
172,Athens,museums,3
73,Rome,Forum of Rome,5
878,Washington,White House,1
666,Athens,Acropole,5
66,Washington,restaurants,4
614,Rome,Forum of Rome,5
851,Washington,restaurants,6
962,Athens,statues,3
147,Rome,Forum of Rome,6
343,Rome,Forum of Rome,5
334,Paris,Montmartre,2
646,Paris,metro,4
288,Washington,White House,4
367,Washington,restaurants,5
136,Athens,Acropole,7
532,Washington,restaurants,3
702,Paris,Parliament,5
685,Rome,Forum of Rome,2
527,Rome,movies,6
538,Washington,White House,1
289,Rome,Forum of Rome,1
311,Athens,Acropole,5
308,Rome,Forum of Rome,6
815,Athens,Acropole,3
508,Athens,Acropole,1
537,Paris,movies,4
633,Washington,White House,1
698,Athens,restaurants,3
748,Paris,Montmartre,5
795,Rome,movies,4
192,Rome,Forum of Rome,3
670,Athens,Acropole,3
795,Paris,Parliament,2
403,Rome,movies,6
765,Washington,Senate,3
872,Athens,museums,6
275,Athens,Acropole,5
881,Washington,restaurants,5
196,Athens,Acropole,6
291,Washington,Senate,7
48,Rome,Forum of Rome,3
968,Washington,Senate,6
415,Paris,movies,5
68,Rome,Forum of Rome,6
830,Athens,museums,3
310,Washington,White House,1
691,Athens,Acropole,5
218,Washington,restaurants,4
118,Washington,restaurants,3
762,Paris,Parliament,3
637,Athens,Acropole,3
17,Paris,Montmartre,5
585,Athens,restaurants,2
547,Rome,Forum of Rome,6
705,Rome,Forum of Rome,6
783,Washington,restaurants,5
228,Rome,Forum of Rome,3
501,Paris,Eiffel Tower,1
374,Washington,restaurants,3
513,Washington,statues,1
284,Paris,Parliament,1
3,Washington,restaurants,7
560,Athens,Acropole,7
57,Washington,restaurants,7
950,Athens,Acropole,7
275,Washington,Senate,6
288,Rome,movies,3
774,Athens,restaurants,7
454,Rome,movies,7
79,Athens,restaurants,1
726,Washington,statues,6
607,Washington,White House,2
706,Paris,Parliament,2
285,Athens,Acropole,3
761,Washington,restaurants,3
2,Washington,White House,4
693,Paris,movies,4
299,Rome,Forum of Rome,4
711,Paris,Montmartre,1
527,Washington,restaurants,5
191,Athens,museums,3
152,Athens,Acropole,3
747,Paris,Parliament,5
434,Rome,Forum of Rome,3
727,Paris,metro,6
631,Athens,statues,7
870,Paris,metro,4
805,Rome,Forum of Rome,4
737,Athens,Acropole,4
558,Paris,Parliament,3
331,Athens,Acropole,2
520,Washington,restaurants,4
447,Washington,restaurants,4
984,Paris,Eiffel Tower,4
378,Rome,Forum of Rome,4
426,Rome,Forum of Rome,5
461,Paris,metro,3
611,Paris,metro,6
558,Washington,White House,3
144,Rome,movies,5
257,Rome,Forum of Rome,2
149,Paris,Parliament,3
649,Athens,Acropole,7
526,Paris,movies,1
790,Rome,Forum of Rome,6
327,Rome,Forum of Rome,5
472,Paris,Eiffel Tower,2
821,Athens,museums,6
302,Paris,metro,7
258,Rome,movies,1
626,Paris,metro,5
346,Rome,movies,5
992,Paris,Eiffel Tower,3
776,Athens,Acropole,6
34,Paris,Eiffel Tower,2
495,Athens,Acropole,5
53,Paris,Parliament,4
664,Athens,restaurants,7
970,Rome,Forum of Rome,4
189,Rome,Forum of Rome,3
485,Athens,statues,4
545,Paris,movies,2
988,Athens,restaurants,6
153,Rome,Forum of Rome,2
847,Rome,Forum of Rome,7
284,Athens,Acropole,7
264,Athens,restaurants,2
399,Athens,Acropole,7
426,Washington,restaurants,3
712,Rome,Forum of Rome,2
578,Paris,Eiffel Tower,3
436,Athens,museums,1
85,Paris,Eiffel Tower,7
2,Washington,Senate,7
890,Athens,museums,6
160,Paris,metro,7
610,Rome,movies,5
199,Paris,metro,2
689,Paris,metro,1
721,Athens,restaurants,5
734,Paris,movies,1
527,Rome,Forum of Rome,5
941,Paris,Parliament,2
972,Washington,White House,5
205,Washington,White House,4
173,Washington,restaurants,5
212,Athens,Acropole,6
647,Rome,movies,1
952,Rome,Forum of Rome,7
545,Paris,Parliament,6
687,Rome,Forum of Rome,6
761,Washington,Senate,6
62,Rome,Forum of Rome,3
728,Paris,Montmartre,2
526,Athens,Acropole,2
101,Paris,Eiffel Tower,3
543,Athens,Acropole,1
464,Paris,Parliament,7
685,Athens,statues,5
992,Rome,Forum of Rome,2
226,Athens,Acropole,2
643,Rome,Forum of Rome,7
75,Paris,Parliament,5
819,Rome,walking,7
394,Washington,restaurants,5
579,Paris,Eiffel Tower,7
758,Rome,Forum of Rome,5
646,Paris,metro,2
122,Washington,Senate,2
984,Washington,White House,7
476,Paris,Parliament,1
537,Paris,Montmartre,4
172,Rome,Forum of Rome,7
419,Athens,Acropole,7
816,Athens,Acropole,4
242,Washington,statues,5
711,Athens,restaurants,5
923,Washington,statues,3
631,Washington,White House,1
986,Rome,Forum of Rome,2
943,Washington,restaurants,2
648,Athens,Acropole,1
266,Washington,Senate,1
191,Athens,Acropole,1
496,Washington,Senate,4
963,Paris,movies,4
744,Athens,Acropole,3
67,Athens,Acropole,1
555,Rome,Forum of Rome,6
388,Athens,Acropole,1
70,Athens,Acropole,4
287,Paris,metro,1
165,Rome,walking,5
679,Athens,restaurants,6
106,Rome,Forum of Rome,3
509,Rome,Forum of Rome,1
377,Washington,White House,3
518,Rome,Forum of Rome,6
662,Paris,Parliament,5
746,Rome,walking,7
143,Paris,Parliament,2
139,Athens,Acropole,7
834,Athens,Acropole,3
141,Athens,restaurants,4
422,Washington,statues,7
328,Washington,restaurants,3
876,Paris,Eiffel Tower,3
209,Rome,Forum of Rome,3
96,Washington,restaurants,1
923,Paris,Parliament,4
849,Washington,Senate,1
401,Washington,restaurants,3
205,Washington,White House,4
419,Athens,restaurants,7
958,Washington,Senate,3
345,Washington,restaurants,5
750,Washington,White House,5
47,Rome,Forum of Rome,2
77,Athens,restaurants,7
763,Paris,Eiffel Tower,3
609,Athens,restaurants,2
942,Athens,statues,6
152,Washington,restaurants,5
280,Washington,White House,5
230,Rome,movies,1
6,Washington,Senate,5
943,Athens,restaurants,6
8,Washington,Senate,3
848,Athens,Acropole,3
827,Washington,Senate,4
467,Washington,White House,7
854,Washington,restaurants,2
132,Paris,Parliament,6
149,Rome,Forum of Rome,3
820,Rome,movies,7
976,Rome,Forum of Rome,1
843,Rome,Forum of Rome,3
23,Paris,Parliament,3
26,Washington,White House,1
278,Washington,Senate,5
184,Athens,Acropole,4
669,Athens,restaurants,1
469,Rome,Forum of Rome,7
468,Paris,Parliament,1
629,Athens,restaurants,5
791,Rome,movies,1
911,Paris,Parliament,1
763,Washington,White House,6
20,Rome,Forum of Rome,1
878,Paris,metro,4
278,Rome,movies,6
602,Athens,restaurants,2
341,Athens,Acropole,1
579,Paris,Eiffel Tower,3
975,Washington,Senate,5
382,Paris,Parliament,1
414,Rome,walking,6
671,Athens,restaurants,4
964,Washington,White House,2
141,Rome,Forum of Rome,7
502,Rome,Forum of Rome,7
40,Athens,restaurants,1
46,Paris,Eiffel Tower,1
770,Athens,restaurants,2
242,Athens,statues,5
507,Athens,Acropole,5
922,Washington,restaurants,5
205,Athens,statues,5
665,Athens,statues,3
498,Washington,White House,3
892,Rome,Forum of Rome,7
72,Athens,statues,6
343,Athens,museums,6
435,Rome,Forum of Rome,5
967,Athens,museums,1
842,Paris,Montmartre,3
400,Washington,restaurants,6
666,Washington,White House,4
692,Washington,Senate,6
172,Washington,statues,3
630,Paris,Parliament,2
231,Rome,Forum of Rome,1
654,Paris,Eiffel Tower,1
378,Rome,Forum of Rome,2
208,Athens,Acropole,7
142,Rome,Forum of Rome,4
827,Paris,metro,6
164,Rome,Forum of Rome,1
761,Athens,Acropole,1
422,Athens,Acropole,1
363,Washington,Senate,2
173,Athens,statues,1
429,Rome,movies,4
357,Rome,Forum of Rome,7
987,Washington,Senate,3
82,Washington,restaurants,5
563,Paris,Parliament,7
610,Paris,Eiffel Tower,6
209,Washington,statues,1
512,Paris,metro,6
46,Rome,movies,7
150,Rome,Forum of Rome,3
140,Washington,restaurants,4
139,Washington,Senate,5
847,Washington,Senate,7
900,Washington,restaurants,6
498,Washington,White House,2
652,Washington,Senate,6
436,Paris,Parliament,2
428,Paris,metro,1
186,Rome,movies,1
187,Athens,restaurants,4
824,Paris,movies,6
796,Washington,restaurants,7
509,Athens,restaurants,5
348,Washington,restaurants,4
765,Washington,Senate,6
112,Rome,Forum of Rome,3
257,Athens,Acropole,2
89,Paris,metro,6
99,Athens,museums,5
757,Rome,Forum of Rome,6
484,Washington,restaurants,5
783,Paris,metro,4
856,Washington,Senate,7
321,Athens,museums,4
814,Athens,Acropole,6
548,Paris,Montmartre,5
92,Athens,restaurants,7
124,Washington,Senate,6
58,Paris,movies,5
425,Athens,museums,5
534,Rome,Forum of Rome,5
345,Athens,restaurants,1
769,Athens,restaurants,4
851,Athens,restaurants,2
103,Athens,Acropole,2
448,Athens,Acropole,2
228,Athens,restaurants,2
475,Washington,White House,1
334,Paris,metro,2
46,Washington,statues,3
163,Rome,Forum of Rome,1
519,Athens,statues,5
593,Washington,White House,1
610,Washington,White House,3
87,Athens,statues,3
702,Athens,Acropole,4
140,Athens,Acropole,1
855,Athens,statues,1
332,Athens,Acropole,5
448,Rome,movies,2
984,Athens,restaurants,3
86,Washington,restaurants,5
330,Washington,Senate,3
127,Rome,Forum of Rome,7
360,Paris,Parliament,3
751,Athens,statues,2
478,Washington,restaurants,2
980,Athens,museums,7
53,Rome,Forum of Rome,2
849,Washington,White House,6
93,Rome,Forum of Rome,1
716,Rome,Forum of Rome,3
764,Athens,Acropole,1
260,Washington,statues,7
536,Rome,Forum of Rome,6
807,Washington,Senate,6
466,Paris,Montmartre,6
46,Rome,Forum of Rome,2
65,Paris,Parliament,4
445,Rome,Forum of Rome,7
391,Rome,Forum of Rome,7
355,Athens,restaurants,1
221,Rome,Forum of Rome,4
523,Paris,Parliament,4
456,Athens,restaurants,3
938,Athens,Acropole,6
591,Paris,movies,6
352,Washington,restaurants,2
148,Washington,statues,5
908,Athens,restaurants,6
478,Washington,White House,7
456,Rome,Forum of Rome,3
154,Athens,Acropole,3
181,Athens,restaurants,3
223,Rome,walking,1
791,Rome,Forum of Rome,1
14,Washington,White House,7
628,Rome,Forum of Rome,1
705,Rome,walking,4
136,Rome,Forum of Rome,4
186,Washington,White House,6
43,Athens,restaurants,5
377,Paris,Parliament,3
516,Washington,Senate,7
329,Athens,Acropole,5
41,Rome,Forum of Rome,1
232,Athens,Acropole,5
635,Washington,Senate,3
61,Rome,Forum of Rome,2
193,Rome,movies,6
911,Rome,walking,6
599,Washington,Senate,4
850,Athens,Acropole,1
359,Paris,Eiffel Tower,2
406,Paris,Eiffel Tower,2
70,Athens,museums,3
26,Rome,movies,6
14,Paris,metro,1
480,Rome,Forum of Rome,5
797,Athens,Acropole,7
142,Washington,Senate,6
25,Athens,statues,1
188,Washington,White House,1
392,Paris,metro,1
886,Paris,Parliament,4
751,Washington,statues,2
236,Paris,Eiffel Tower,5
603,Athens,Acropole,4
575,Paris,metro,4
434,Rome,walking,2
109,Washington,restaurants,1
885,Athens,statues,5
754,Rome,movies,6
915,Rome,Forum of Rome,2
417,Washington,White House,7
193,Paris,Eiffel Tower,1
340,Athens,restaurants,7
321,Washington,restaurants,1
974,Paris,Eiffel Tower,1
261,Washington,Senate,6
442,Athens,restaurants,4
984,Rome,walking,3
344,Washington,restaurants,2
187,Rome,Forum of Rome,1
607,Athens,museums,1
409,Paris,metro,5
822,Rome,walking,2
400,Rome,Forum of Rome,7
238,Rome,Forum of Rome,3
956,Washington,statues,4
354,Washington,White House,2
890,Athens,Acropole,5
266,Athens,Acropole,5
299,Rome,Forum of Rome,7
397,Rome,Forum of Rome,7
706,Paris,Montmartre,7
283,Rome,Forum of Rome,7
113,Washington,Senate,7
852,Athens,restaurants,5
770,Athens,museums,3
710,Washington,White House,3
388,Paris,movies,1
445,Rome,Forum of Rome,5
497,Rome,movies,7
800,Athens,restaurants,3
360,Rome,Forum of Rome,6
838,Paris,Parliament,3
815,Rome,Forum of Rome,2
237,Athens,restaurants,4
278,Washington,restaurants,3
321,Washington,statues,3
984,Athens,museums,5
67,Paris,Parliament,5
19,Athens,museums,4
106,Paris,Eiffel Tower,7
807,Athens,statues,5
278,Athens,museums,7
204,Rome,walking,6
83,Washington,White House,3
862,Washington,statues,6
679,Athens,Acropole,5
6,Paris,Eiffel Tower,5
209,Athens,Acropole,5
583,Rome,Forum of Rome,4
280,Paris,metro,2
406,Rome,movies,3
633,Athens,museums,2
400,Rome,Forum of Rome,3
841,Athens,restaurants,4
705,Athens,restaurants,5
22,Paris,movies,4
495,Paris,Parliament,6
753,Rome,Forum of Rome,6
308,Paris,Montmartre,2
449,Washington,Senate,5
751,Paris,metro,6
251,Rome,movies,1
878,Rome,Forum of Rome,5
256,Rome,Forum of Rome,4
378,Washington,Senate,1
589,Athens,restaurants,4
908,Athens,statues,3
957,Paris,Parliament,3
323,Washington,Senate,6
912,Rome,walking,1
65,Rome,Forum of Rome,6
359,Rome,Forum of Rome,6
786,Washington,White House,2
267,Washington,Senate,3
687,Washington,White House,7
483,Washington,Senate,3
159,Rome,Forum of Rome,7
715,Athens,statues,6
101,Washington,Senate,6
18,Washington,White House,6
926,Athens,restaurants,2
591,Athens,museums,4
26,Paris,Parliament,4
819,Paris,Parliament,3
473,Paris,metro,2
292,Rome,Forum of Rome,7
333,Athens,restaurants,1
944,Athens,Acropole,7
682,Athens,restaurants,7
917,Paris,metro,2
23,Rome,walking,5
325,Rome,Forum of Rome,3
26,Paris,Parliament,1
495,Rome,movies,3
178,Athens,statues,2
10,Washington,statues,3
572,Paris,movies,3
594,Athens,restaurants,2
87,Athens,Acropole,5
55,Athens,Acropole,7
662,Athens,restaurants,1
46,Paris,Montmartre,4
441,Athens,Acropole,2
604,Rome,Forum of Rome,4
48,Athens,restaurants,6
656,Washington,White House,3
493,Washington,restaurants,1
245,Athens,restaurants,3
127,Athens,museums,5
819,Washington,White House,5
489,Washington,White House,6
189,Athens,Acropole,7
304,Rome,Forum of Rome,1
761,Paris,Eiffel Tower,3
564,Paris,Eiffel Tower,2
769,Rome,Forum of Rome,5
593,Rome,movies,3
982,Washington,statues,2
340,Washington,White House,5
681,Washington,White House,4
830,Rome,Forum of Rome,1
403,Paris,Parliament,2
357,Paris,Eiffel Tower,2
792,Athens,Acropole,4
832,Athens,restaurants,7
608,Athens,museums,3
394,Rome,Forum of Rome,3
517,Washington,White House,4
424,Washington,White House,6
317,Rome,Forum of Rome,1
377,Rome,walking,6
153,Washington,statues,7
690,Athens,restaurants,5
278,Washington,White House,5
831,Athens,museums,2
834,Athens,restaurants,6
770,Washington,statues,6
470,Rome,movies,1
873,Washington,Senate,3
827,Athens,Acropole,7
3,Paris,metro,2
778,Athens,Acropole,5
980,Paris,Parliament,5
83,Paris,Eiffel Tower,5
274,Paris,movies,5
678,Athens,statues,3
655,Rome,Forum of Rome,7
838,Washington,Senate,2
903,Athens,museums,2
589,Rome,Forum of Rome,7
879,Paris,Eiffel Tower,3
344,Washington,restaurants,5
73,Washington,Senate,4
853,Rome,Forum of Rome,5
526,Washington,White House,5
6,Washington,restaurants,1
812,Athens,restaurants,6
837,Athens,museums,3
75,Athens,restaurants,5
38,Athens,restaurants,7
209,Washington,Senate,3
271,Paris,Parliament,6
968,Athens,Acropole,3
663,Paris,Montmartre,7
910,Athens,restaurants,1
426,Athens,museums,3
115,Rome,Forum of Rome,3
217,Washington,restaurants,6
737,Athens,statues,5
398,Rome,Forum of Rome,5
391,Athens,Acropole,6
348,Washington,restaurants,5
649,Rome,Forum of Rome,4
138,Paris,Eiffel Tower,6
376,Washington,statues,4
304,Athens,Acropole,4
94,Washington,Senate,1
232,Washington,restaurants,4
625,Paris,Parliament,5
665,Athens,restaurants,1
187,Washington,White House,5
137,Athens,restaurants,5
126,Athens,museums,3
66,Washington,White House,5
515,Washington,statues,6
425,Athens,restaurants,5
706,Athens,museums,4
733,Washington,White House,3
684,Paris,Montmartre,6
640,Rome,walking,6
569,Paris,Montmartre,1
705,Paris,Parliament,5
60,Rome,movies,7
15,Athens,restaurants,3
954,Washington,restaurants,4
703,Washington,statues,2
33,Paris,Montmartre,4
174,Washington,White House,7
472,Rome,Forum of Rome,4
495,Athens,Acropole,7
869,Washington,restaurants,5
252,Rome,Forum of Rome,4
519,Athens,restaurants,4
180,Paris,Montmartre,4
556,Washington,Senate,6
853,Rome,Forum of Rome,5
122,Rome,movies,3
167,Rome,walking,3
123,Rome,Forum of Rome,5
172,Rome,Forum of Rome,2
263,Athens,restaurants,6
908,Athens,Acropole,2
371,Washington,White House,4
86,Washington,Senate,5
662,Rome,Forum of Rome,1
44,Paris,metro,3
193,Washington,restaurants,1
757,Paris,movies,3
984,Rome,Forum of Rome,7
774,Rome,walking,6
322,Paris,Parliament,7
804,Washington,Senate,2
16,Washington,statues,7
365,Rome,Forum of Rome,4
753,Athens,Acropole,1
185,Athens,statues,2
300,Rome,Forum of Rome,1
200,Rome,Forum of Rome,4
927,Paris,Eiffel Tower,1
524,Athens,museums,6
188,Rome,movies,2
183,Washington,Senate,1
590,Athens,Acropole,2
22,Rome,Forum of Rome,2
162,Paris,Parliament,5
623,Athens,museums,4
171,Athens,Acropole,4
94,Athens,statues,5
720,Athens,restaurants,1
909,Rome,movies,6
326,Washington,statues,2
929,Athens,Acropole,6
762,Athens,statues,4
69,Washington,restaurants,7
685,Washington,Senate,5
733,Athens,Acropole,7
715,Paris,Parliament,7
384,Rome,Forum of Rome,3
946,Washington,White House,2
214,Washington,Senate,1
495,Washington,statues,6
346,Washington,White House,1
829,Rome,Forum of Rome,2
418,Paris,movies,7
803,Athens,Acropole,4
770,Paris,Eiffel Tower,7
843,Washington,White House,4
803,Paris,Parliament,3
616,Rome,movies,2
856,Rome,Forum of Rome,1
326,Washington,restaurants,7
731,Athens,Acropole,2
357,Washington,White House,4
772,Paris,metro,2
39,Washington,White House,7
125,Washington,Senate,2
404,Rome,Forum of Rome,4
547,Athens,Acropole,7
428,Athens,restaurants,6
778,Paris,Montmartre,4
484,Athens,statues,6
259,Paris,Eiffel Tower,1
821,Rome,movies,6
837,Paris,Eiffel Tower,6
850,Washington,restaurants,2
289,Rome,Forum of Rome,7
906,Paris,Eiffel Tower,5
825,Paris,Parliament,2
769,Rome,Forum of Rome,2
170,Washington,White House,2
356,Washington,restaurants,6
784,Washington,White House,2
464,Washington,Senate,4
904,Rome,Forum of Rome,1
265,Athens,Acropole,6
594,Washington,Senate,5
830,Athens,statues,4
206,Rome,Forum of Rome,4
983,Paris,Parliament,5
675,Washington,White House,4
696,Athens,museums,6
93,Athens,Acropole,7
547,Washington,restaurants,7
686,Athens,Acropole,3
937,Washington,restaurants,5
187,Washington,restaurants,6
479,Athens,Acropole,7
703,Athens,restaurants,3
3,Paris,Parliament,7
814,Washington,White House,1
323,Washington,Senate,7
49,Athens,statues,5
654,Athens,museums,5
977,Paris,Montmartre,7
196,Washington,Senate,5
501,Washington,statues,1
633,Athens,restaurants,3
255,Washington,Senate,3
723,Athens,statues,7
211,Paris,Montmartre,7
338,Paris,metro,7
196,Paris,Parliament,6
655,Paris,Montmartre,6
309,Rome,Forum of Rome,4
330,Athens,restaurants,1
147,Washington,restaurants,4
130,Washington,statues,4
709,Paris,Montmartre,1
320,Washington,Senate,2
824,Athens,statues,7
175,Paris,Parliament,1
828,Rome,Forum of Rome,2
566,Washington,restaurants,7
835,Rome,Forum of Rome,6
664,Paris,Parliament,5
329,Rome,Forum of Rome,2
156,Rome,movies,3
507,Washington,White House,1
742,Washington,statues,4
587,Washington,Senate,7
55,Paris,Parliament,2
756,Paris,metro,6
145,Athens,Acropole,6
780,Rome,Forum of Rome,5
335,Rome,movies,1
570,Paris,Montmartre,1
959,Athens,museums,4
271,Paris,Parliament,3
100,Washington,restaurants,2
553,Athens,Acropole,3
80,Paris,Eiffel Tower,4
244,Athens,Acropole,1
442,Paris,Parliament,1
897,Paris,movies,1
831,Washington,White House,2
678,Athens,Acropole,3
438,Rome,Forum of Rome,4
710,Athens,restaurants,1
943,Washington,White House,6
389,Athens,restaurants,5
90,Washington,restaurants,1
264,Rome,Forum of Rome,4
482,Athens,Acropole,7
422,Paris,Eiffel Tower,5
629,Rome,movies,2
491,Washington,White House,3
403,Rome,Forum of Rome,4
411,Rome,Forum of Rome,6
230,Washington,White House,6
453,Washington,Senate,5
784,Rome,Forum of Rome,1
173,Washington,restaurants,7
439,Athens,Acropole,7
181,Athens,Acropole,5
111,Athens,statues,3
111,Rome,Forum of Rome,6
83,Rome,movies,5
449,Paris,Parliament,4
360,Paris,Parliament,6
700,Rome,Forum of Rome,4
6,Rome,movies,1
296,Paris,Parliament,2
512,Athens,Acropole,7
925,Paris,Eiffel Tower,4
74,Rome,Forum of Rome,1
988,Rome,Forum of Rome,5
76,Rome,Forum of Rome,5
413,Paris,Eiffel Tower,1
823,Paris,metro,6
765,Athens,museums,7
538,Paris,metro,4
681,Paris,Eiffel Tower,7
103,Paris,Montmartre,5
170,Paris,Parliament,3
500,Paris,Parliament,6
962,Rome,Forum of Rome,7
589,Rome,Forum of Rome,2
457,Rome,Forum of Rome,7
750,Paris,Parliament,4
638,Athens,statues,2
539,Paris,Parliament,5
466,Rome,Forum of Rome,7
715,Washington,White House,4
442,Washington,statues,4
756,Washington,Senate,5
854,Athens,Acropole,2
634,Athens,restaurants,3
211,Rome,Forum of Rome,1
533,Athens,Acropole,6
350,Rome,Forum of Rome,7
809,Athens,statues,4
523,Paris,Eiffel Tower,4
45,Rome,movies,4
519,Athens,Acropole,2
863,Washington,restaurants,2
887,Rome,Forum of Rome,2
721,Athens,museums,3
981,Athens,restaurants,6
102,Athens,restaurants,6
774,Rome,movies,3
638,Athens,restaurants,5
799,Paris,Montmartre,6
773,Athens,Acropole,7
927,Athens,Acropole,3
41,Washington,restaurants,5
665,Paris,metro,4
867,Rome,movies,2
429,Paris,Eiffel Tower,1
978,Paris,Parliament,2
33,Washington,statues,2
352,Washington,restaurants,2
313,Rome,Forum of Rome,6
67,Washington,White House,7
975,Washington,White House,7
539,Washington,restaurants,1
107,Rome,Forum of Rome,4
135,Athens,statues,4
118,Paris,Montmartre,7
851,Paris,Parliament,2
647,Rome,Forum of Rome,3
154,Paris,movies,4
597,Paris,movies,1
789,Rome,Forum of Rome,3
79,Rome,Forum of Rome,5
353,Paris,Parliament,1
706,Paris,movies,5
794,Paris,Montmartre,7
253,Rome,Forum of Rome,3
74,Rome,Forum of Rome,6
649,Washington,White House,1
675,Athens,Acropole,3
746,Athens,museums,5
32,Washington,statues,5
509,Athens,museums,5
449,Rome,Forum of Rome,2
894,Rome,movies,3
625,Washington,White House,6
648,Washington,White House,3
109,Athens,restaurants,2
426,Washington,restaurants,2
24,Washington,Senate,6
659,Rome,movies,7
333,Paris,Eiffel Tower,2
238,Rome,Forum of Rome,5
915,Athens,restaurants,3
140,Washington,White House,5
153,Washington,Senate,5
19,Paris,movies,6
653,Rome,Forum of Rome,4
961,Rome,Forum of Rome,6
34,Paris,metro,7
427,Rome,Forum of Rome,1
700,Athens,museums,1
812,Paris,Parliament,5
532,Rome,Forum of Rome,6
5,Paris,metro,7
927,Rome,walking,5
683,Rome,walking,3
887,Rome,Forum of Rome,6
789,Athens,Acropole,1
209,Rome,Forum of Rome,2
435,Athens,museums,1
199,Washington,White House,6
30,Athens,restaurants,6
853,Athens,restaurants,5
158,Washington,restaurants,1
345,Rome,Forum of Rome,1
68,Athens,restaurants,4
356,Athens,Acropole,1
615,Rome,Forum of Rome,7
178,Washington,Senate,4
178,Athens,Acropole,5
281,Athens,statues,4
843,Rome,walking,7
376,Paris,metro,7
661,Washington,statues,2
145,Athens,restaurants,7
355,Paris,Eiffel Tower,6
541,Paris,Parliament,5
619,Rome,walking,5
650,Washington,White House,3
503,Athens,statues,1
387,Athens,statues,6
681,Washington,White House,6
193,Rome,Forum of Rome,3
595,Washington,restaurants,3
595,Washington,restaurants,4
255,Athens,Acropole,3
379,Washington,restaurants,1
134,Rome,movies,3
606,Rome,Forum of Rome,6
258,Rome,Forum of Rome,7
646,Rome,Forum of Rome,6
673,Washington,Senate,1
502,Rome,Forum of Rome,4
820,Rome,Forum of Rome,2
64,Paris,Eiffel Tower,2
195,Athens,Acropole,3
345,Washington,Senate,4
687,Washington,White House,6
526,Athens,restaurants,2
354,Paris,Eiffel Tower,1
556,Athens,Acropole,5
415,Rome,movies,1
163,Washington,restaurants,7
550,Athens,statues,4
346,Rome,Forum of Rome,5
668,Washington,White House,4
957,Rome,Forum of Rome,2
518,Athens,restaurants,2
473,Athens,Acropole,3
287,Paris,Montmartre,7
1,Athens,Acropole,2
824,Athens,statues,6
261,Paris,Parliament,2
4,Washington,White House,4
361,Washington,statues,5
525,Rome,walking,5
365,Washington,Senate,6
352,Washington,Senate,6
64,Paris,Eiffel Tower,2
727,Paris,Parliament,6
914,Washington,Senate,6
18,Athens,Acropole,4
287,Paris,metro,3
520,Rome,Forum of Rome,1
756,Washington,statues,2
377,Athens,Acropole,3
823,Washington,restaurants,2
737,Washington,Senate,2
492,Rome,Forum of Rome,3
750,Paris,Parliament,7
537,Rome,Forum of Rome,6
150,Athens,restaurants,3
19,Rome,Forum of Rome,2
378,Washington,restaurants,2
138,Paris,metro,6
369,Athens,Acropole,1
260,Athens,Acropole,1
280,Washington,restaurants,4
513,Paris,movies,4
866,Athens,Acropole,1
508,Rome,Forum of Rome,2
111,Rome,Forum of Rome,3
214,Rome,movies,3
178,Rome,Forum of Rome,4
736,Athens,museums,1
695,Washington,Senate,6
202,Washington,Senate,3
322,Paris,Parliament,4
974,Washington,restaurants,7
702,Paris,Parliament,7
180,Rome,Forum of Rome,5
214,Paris,Parliament,7
659,Washington,White House,6
770,Rome,Forum of Rome,6
387,Rome,Forum of Rome,3
859,Athens,Acropole,2
640,Washington,Senate,2
619,Athens,Acropole,2
385,Athens,museums,3
558,Athens,statues,7
38,Paris,Eiffel Tower,1
510,Athens,restaurants,1
836,Washington,Senate,1
786,Athens,restaurants,4
